open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1675000080000,13.57300000,13.57600000,13.57300000,13.57600000,0,1675000139999,0,60,0,0,0
1675000140000,13.57600000,13.58800000,13.57600000,13.58200000,0,1675000199999,0,60,0,0,0
1675000200000,13.58200000,13.59500000,13.58200000,13.59500000,0,1675000259999,0,60,0,0,0
1675000260000,13.59500000,13.60400000,13.59500000,13.60400000,0,1675000319999,0,60,0,0,0
1675000320000,13.60400000,13.60400000,13.60300000,13.60300000,0,1675000379999,0,60,0,0,0
1675000380000,13.60300000,13.60396054,13.59600000,13.60206521,0,1675000439999,0,60,0,0,0
1675000440000,13.60192387,13.60203281,13.59275423,13.59439167,0,1675000499999,0,60,0,0,0
1675000500000,13.59586207,13.59586207,13.59112508,13.59112508,0,1675000559999,0,60,0,0,0
1675000560000,13.59115771,13.59210995,13.58488591,13.58755165,0,1675000619999,0,60,0,0,0
1675000620000,13.58745872,13.59684376,13.58731961,13.59330676,0,1675000679999,0,60,0,0,0
1675000680000,13.59334456,13.59403927,13.58600000,13.58600000,0,1675000739999,0,60,0,0,0
1675000740000,13.58600000,13.58600000,13.57810036,13.58381211,0,1675000799999,0,60,0,0,0
1675000800000,13.58380196,13.58699104,13.58291078,13.58615813,0,1675000859999,0,60,0,0,0
1675000860000,13.58615813,13.59206996,13.58588054,13.59131788,0,1675000919999,0,60,0,0,0
1675000920000,13.59131788,13.60226342,13.59131788,13.59907108,0,1675000979999,0,60,0,0,0
1675000980000,13.59900000,13.60600000,13.59900000,13.60600000,0,1675001039999,0,60,0,0,0
1675001040000,13.60500000,13.60834689,13.60400000,13.60834689,0,1675001099999,0,60,0,0,0
1675001100000,13.60820829,13.61700000,13.60815862,13.61100000,0,1675001159999,0,60,0,0,0
1675001160000,13.61100000,13.61100000,13.60571374,13.60573589,0,1675001219999,0,60,0,0,0
1675001220000,13.60711201,13.61560532,13.60711201,13.61100000,0,1675001279999,0,60,0,0,0
1675001280000,13.61100000,13.61581788,13.61100000,13.61490357,0,1675001339999,0,60,0,0,0
